Итерация,NGRADE,INIT-DEC-TBPND_PRE_EXP,INIT-DEC-TAPND_PRE_EXP,INIT-DEC-TOPPI_PRE_EXP,INIT-DEC-TOPND_PRE_EXP,INIT-DEC-TAPPI_PRE_EXP,INIT-DEC-TBPEH_PRE_EXP,INIT-DEC-TBPIN_PRE_EXP,INIT-DEC-DTBP_PRE_EXP,INIT-DEC-ETHYLENE_PRE_EXP,CHAIN-INI-ETHYLENE_PRE_EXP,CHAIN-INI-PROPYLEN_PRE_EXP,PROPAGATION-ETHYLENE-ETHYLENE_PRE_EXP,PROPAGATION-ETHYLENE-PROPYLEN_PRE_EXP,PROPAGATION-PROPYLEN-ETHYLENE_PRE_EXP,PROPAGATION-PROPYLEN-PROPYLEN_PRE_EXP,CHAT-MON-ETHYLENE-ETHYLENE_PRE_EXP,CHAT-MON-ETHYLENE-PROPYLEN_PRE_EXP,CHAT-MON-PROPYLEN-ETHYLENE_PRE_EXP,CHAT-MON-PROPYLEN-PROPYLEN_PRE_EXP,CHAT-AGENT-ETHYLENE-PAL_PRE_EXP,CHAT-AGENT-PROPYLEN-PAL_PRE_EXP,TERM-DIS-ETHYLENE-ETHYLENE_PRE_EXP,TERM-DIS-ETHYLENE-PROPYLEN_PRE_EXP,TERM-DIS-PROPYLEN-ETHYLENE_PRE_EXP,TERM-DIS-PROPYLEN-PROPYLEN_PRE_EXP,TERM-COMB-ETHYLENE-ETHYLENE_PRE_EXP,TERM-COMB-ETHYLENE-PROPYLEN_PRE_EXP,TERM-COMB-PROPYLEN-ETHYLENE_PRE_EXP,TERM-COMB-PROPYLEN-PROPYLEN_PRE_EXP,B-SCISSION-ETHYLENE_PRE_EXP,B-SCISSION-PROPYLEN_PRE_EXP,CHAT-POL-ETHYLENE-ETHYLENE_PRE_EXP,CHAT-POL-ETHYLENE-PROPYLEN_PRE_EXP,CHAT-POL-PROPYLEN-ETHYLENE_PRE_EXP,CHAT-POL-PROPYLEN-PROPYLEN_PRE_EXP,SC-BRANCH-ETHYLENE-ETHYLENE_PRE_EXP,SC-BRANCH-ETHYLENE-PROPYLEN_PRE_EXP,SC-BRANCH-PROPYLEN-ETHYLENE_PRE_EXP,SC-BRANCH-PROPYLEN-PROPYLEN_PRE_EXP,LDPE,MWW,MWN,FSCB
2,2,152462832717543.5,130320131769051.9,66980516732631.2,64590029045424.62,410122678781514.2,26200519442535.15,232168785769956.9,256096803691255.5,1042864141.370901,49211091.4100349,28249039.59174502,68443565.14401317,20202023.67488467,34234957.39655577,8641085.873579161,356621.0921343892,9822.623986068953,6583.470822389423,6705.463711023549,479880.8301990393,521225.9790363054,67269535.76311491,80054372.63765025,80970112.55939624,89868713.75964803,90737786.51885451,93090018.11072493,79607497.74301016,68828101.73940039,1499.112844391796,1486.903052504181,792.9390147610146,795.1343661860825,835.8516257567321,859.3689815481455,276252180237.6107,1122057000.053356,1004277171.440193,898088786.6129365,18826.9588,177927.533,13357.4456,35.2651574
3,2,144142315755310.9,143722247632764.7,90373811401610.47,84555783642164.9,446661300329857.4,26204162026961.58,225112799421003.6,295538840494091.9,850534900.4876195,71913276.77558264,29390870.6573507,79090695.71981966,20513698.56817067,41800462.66117881,11336947.74966426,298351.8118827001,9451.03035435471,7262.707090445197,6390.268533324125,465814.4147522332,486857.5280419235,88472684.01807287,77496071.38204391,72324538.21866785,72967905.36281198,88969729.96338259,72699817.11635473,90035313.51175039,71642652.5224958,1354.545109921153,1606.285810965947,942.415672766108,735.4973879257926,689.8648917245717,940.4660802797086,286158665324.2546,950225015.261457,924704790.6195138,1014922378.895137,18761.384,227994.65,16279.2043,31.3287209
4,2,161628759674843.6,171042148402234.0,74822561113129.8,75119111852321.72,416229120288803.9,27073717544000.67,230150860269498.8,333944827704266.9,1119762249.019815,56082557.71411452,26793301.49803874,71281429.70593518,21556904.73796683,38295719.39705879,10183834.09170116,298760.077126112,9731.11994247572,6895.100978044989,7754.527450837875,456197.3627384864,454439.8839910344,67662698.99618913,91906457.39413764,86784860.79786196,91619810.39502831,81941142.02115318,83812361.91315436,78358035.05366609,68191730.41465816,1489.411522885838,1370.69496436778,961.9643185397777,726.4892487100735,901.5346552606621,768.4639606940362,200975453968.5454,1284600763.626711,1078415556.644377,1145358098.792422,18793.5478,219323.495,14537.5134,24.5285966
5,2,167033400019801.6,153591455382776.0,64635214665692.91,75835573699041.38,439730358294487.8,27014577201581.2,231276459195180.7,275850105740436.2,1078934351.579132,52614983.92419335,25480169.92747236,60892194.95166335,19809603.6445702,41297170.27752851,11072309.58637502,276702.7645423839,9625.235032793842,5842.410234032182,6698.023267420742,535738.7959893445,542764.2205044128,93111853.74339518,83689051.76251616,69022587.7615598,70059494.98711821,78890897.59660417,91108017.15447846,93428513.2261435,84900105.09851457,1417.295315646205,1220.360052465979,931.2361682275395,833.1114954387845,783.7495841076277,714.7499857881405,258389943136.7047,1020859157.176886,1258062412.138866,1039284200.92994,18664.8263,192467.425,13268.9048,36.7387992
6,2,161601063495426.6,157702810134525.0,89219661482178.8,69451453375602.59,392638694083664.0,31046138755282.83,168659072152417.1,301994734454786.5,823708655.7757392,61578504.93496066,32032917.77366602,65266829.51188441,16159014.26078026,40962005.33951223,11113771.3908678,303245.5160792136,9292.039965939244,6775.161919805092,5718.489299225975,458235.1871196515,391686.3055045471,73501152.01752819,86358599.88954553,81453543.58484985,93160108.26079297,89049310.09117885,89101594.69661948,69805564.74663606,79245295.11041474,1347.043526104081,1395.944725953935,890.3186983608015,754.6567116199399,712.8561711714696,866.2240574569316,244063611967.4581,970426747.9441689,1288917138.775729,1013041735.637342,18567.3585,211102.196,14259.9314,32.1465099
7,2,125351695989941.2,156493929335350.5,61213016358662.13,80461814699742.88,342006074824250.6,33127490819312.42,201057624464608.6,324149481275525.4,840032860.6455656,71428140.50073938,28447120.07079625,59920334.99157789,23265734.67759476,39567810.96148426,8260590.697287769,365729.3736940444,7532.476966945772,7030.596151434496,8254.052776663706,478033.8902708868,371224.9031788902,76166768.74811633,83634553.15850054,88332462.00450726,65523589.52669673,70152753.31422009,68964659.63961202,75411813.75954814,67027296.35284238,1137.032179374437,1378.977007790905,666.2946800757545,708.2552634467647,679.3765660292913,674.4024992819866,285970289110.186,1234013824.612371,1225010407.673191,1049745819.574011,18497.4508,169615.139,12954.0152,40.8470998
8,2,130813805187297.6,135289981929668.1,61704637219365.01,65711176863609.71,346692204177668.3,34368299349732.93,157150627799924.8,274042107923519.2,1089055916.361408,56934492.75449646,28201707.96548253,66146958.08374719,18050733.69020266,46603327.74246527,11495366.60150644,324683.0912616509,6848.257770867843,5805.420605569105,7746.220026046878,390612.9635186638,368152.9777500181,77110870.14812648,74531471.69816475,81797863.23999289,68429009.51330891,69001568.00488581,80531042.73552403,82924876.59538928,84500623.29835859,1375.462404478626,1463.444560661863,863.4051096520335,812.1871117189564,746.1072151924958,669.7853922431998,288641424880.2197,946977903.4915252,1101593623.395355,1111813556.338031,18798.5625,199403.1,14149.6358,37.9860992
9,2,161438724857874.1,137634992862087.6,72984650872080.45,91155633172762.11,351603292207636.9,35936589914850.42,163177105025515.3,257863758423788.2,901685283.6427994,52438361.21447141,25195964.01464396,57924186.17012783,21680657.4188678,43091211.58768516,9876613.393144932,379298.6102005991,9970.050228551543,7262.992845391251,5748.159116731194,465725.633013769,468918.6004475099,78936085.94570224,92102531.84883802,72741143.77796547,82532605.890935,90684591.46920224,71906087.19320229,89828857.82779562,70449218.78128648,1226.82005780276,1347.243285247841,673.085232950752,745.0629867593505,849.510918974005,756.1033976364195,196130193823.4566,954217253.7955017,946662172.6393698,1022784176.50048,18573.7047,158644.901,12209.8796,29.1297375
10,2,165829118736124.7,160665865215494.9,74394962944798.28,83292930645039.62,417321088756895.0,35804536771710.35,209256950437634.0,306223509128333.7,934656298.3777531,59402811.45665851,32296658.91166628,75728172.04136108,17165392.3227447,32838956.64539837,8578711.177077476,331355.2435370619,10140.20576637081,5628.618571119722,6038.887662726311,479479.4275520887,373598.1971852382,77656794.67506096,91482727.32663883,93519948.51602113,81797781.93841478,71772446.55553004,77198352.06714791,78992683.65534396,73999825.48885463,1627.729473585989,1343.252092620279,645.6743498185893,881.1927365142667,902.0172964839355,854.123745327787,261513096653.7652,959930052.9261237,1219622314.636619,937534045.0654197,18806.7106,179883.422,14474.1894,29.9794766
11,2,142650545203904.4,128191603994971.9,88577402098280.94,87007489987942.78,376437105201591.8,31412891595090.73,173840396886567.1,231853253529650.5,989163442.2954681,58955512.06535791,28184543.88110906,54962426.88746928,17260453.72676552,32171716.95125827,8210561.325266305,273545.0250585593,7470.37931348729,6650.036859482929,7525.590532914139,429896.8913573649,520645.1463370216,85880943.56929162,90534583.72579308,66450422.79661193,67154053.23045221,62648010.12554817,69424372.65973325,69966686.14756346,69191505.86183195,1614.407679065941,1493.03323168985,695.886027323533,919.5916646364324,811.928676046287,684.9166935043927,233851088011.5677,1264305067.656339,1130941497.569444,1041510644.35421,18735.7076,174583.671,11966.3974,36.9226891
12,2,135907748007046.6,162378747471309.2,90858860952215.12,89927975780668.66,410214545162001.6,28860851534902.13,212664150884630.1,321889924944944.6,896280139.6927269,71585334.46736304,27696187.76861079,54461961.58169744,21629541.67376709,43825792.07550445,9590394.416240375,358201.6351869571,10129.98837068597,5349.756919736948,7473.05545238344,472800.0127552298,502822.088551639,73038068.70789513,64908135.32754631,81780526.92152695,71725031.63589017,78663862.69117382,76824031.5182379,70924409.99847601,80299295.84148642,1345.019838382033,1191.357337133232,875.1076644984215,787.5266360839453,788.1971103016206,681.5919386668497,198459448691.2736,1205341511.329209,911215359.7776027,1216085653.040101,18422.3199,157495.341,11573.5028,31.0889025
13,2,176122339017313.0,155639610832167.6,85346461435444.44,80865427316787.89,360277568590025.2,36505044058196.05,212885766029728.9,245886669141778.7,1084435122.304053,66577014.45390391,27739212.51470399,76856158.30922523,22078649.91733423,35823885.14055998,9470767.284573413,356335.0290119611,10154.92756987832,7218.896701880454,7971.499440939269,452381.3599646894,386108.6433297922,75546884.24558263,68607121.50732657,85342531.9308357,72295883.01167704,77699068.90237443,81414978.43262255,73340055.76600482,93034638.58258897,1286.134898026374,1260.77770003024,800.306970048317,815.4719072648899,809.4434910001678,854.1321817814057,196101602136.7246,977811440.4276168,1261774829.769965,1258646740.161064,19048.4176,197493.195,15233.0113,22.4860522
14,2,146667087840758.9,130461690352741.7,81891687631410.81,75087812857159.11,345860994539752.0,28344224565387.14,207821377528805.5,267339534338830.8,1168391769.680812,60860038.60863093,32583349.19322852,70184781.43583874,23211088.41309683,39398006.06685536,11429373.75305375,271019.3374643676,7769.202510979728,5827.607677404449,6068.089494640219,462043.7407661282,496793.5788451424,73583731.66829632,89310165.86992115,85223089.79898086,82698953.2466897,83195450.5181032,77752099.18381876,84424599.46697176,76757900.32971947,1473.320212623074,1463.895886244701,893.3464845382424,842.3900784990898,886.3285654635611,757.2304382798735,227076094900.1413,1250646956.805573,1111212652.409435,1064617199.871907,18901.333,235892.323,14817.6722,28.3354885
15,2,126278227622413.8,120829904486614.7,64322883078684.38,76820706795765.67,448619705227909.6,35083041986586.7,221143214676887.7,265996178835994.8,1100592843.922023,62323497.04635571,22966064.62083625,62619569.70517504,16064369.27922508,31706055.73654874,11288454.29830042,304387.6974066595,9999.554369014824,5755.823652612027,6192.852004286327,531532.9770042894,437598.3383781495,72152846.01943775,72534526.23301467,65114693.58260433,77383311.60186373,76845179.75181048,65259155.46834507,62474351.57056449,69531659.96841249,1207.139393756608,1154.858797160571,689.356598578832,736.7281420570991,885.9246052649567,836.8185380543864,207840816521.0774,914058767.7926285,1195141721.431523,1311491729.683577,18803.0694,200664.468,14190.8675,28.9080536
16,2,180901075535353.4,126192770490806.1,72111254883032.06,84303913891455.5,407482543549970.8,33095599803664.91,211035594625026.0,271734424243087.9,924223772.5170687,69785355.07444178,29854730.11736491,64607353.89446004,18728408.78078532,43225597.14364466,10717681.45320713,287640.7110544668,7863.356039842412,6317.515563984569,7585.697603693452,415625.2560472224,381593.0126180812,65956003.95477922,66642284.98924436,74352212.75452752,84869435.14080915,67101222.17465281,63973426.41618393,80277626.70864739,86409181.37863371,1594.306581011902,1101.841512961101,785.1932966438904,947.6195942505223,820.122515598915,683.0494714001644,268263115778.8915,1028491826.159935,1162297306.695317,1246843673.989049,18778.4057,204744.952,13658.4652,36.0299623
17,2,177724946006790.7,155630023419433.4,70479525854007.33,62595977364678.0,333380958655800.7,31186546627858.01,188976563635293.8,328130781848103.6,829846077.9721547,69516424.81055954,22467805.04880539,57028840.27551012,18168028.09578486,40672914.66044839,10282589.90580269,313745.4032428135,7012.107411067565,5635.046359841899,6669.431079223285,499214.4599414282,533414.5339541165,74099111.09909472,76713068.05433376,72674655.77268647,89532541.07648315,86473894.60425243,83319461.70861569,75865180.63660249,76232597.55037732,1614.073538845117,1208.978935164412,927.5742577467454,685.8504605425088,911.9828130609958,817.003969676461,253876583777.7305,1177053126.468159,1234387477.023465,991559850.9884076,18384.0213,171435.629,11940.6237,37.9804915
18,2,154644361292268.4,134095987896563.1,80937496385724.8,82463990293040.73,412116051631217.5,32433725255660.69,183493103120287.2,237297569107106.0,1140173971.186652,68987108.85210478,30584848.68033862,55388322.38826249,19220941.42077508,38621750.16740711,11885311.83080634,350927.9368135885,9126.962517066422,5032.377333640164,5530.667934293375,414318.9014572568,392453.2392639994,90906818.91474839,83378332.40455161,92259860.40900299,71306663.87430996,88763663.59294093,68348472.96976078,90662844.04699545,74596954.44609526,1520.22460027559,1327.834644434102,668.6235429511169,935.6543071039762,892.9606615749033,800.2607591732345,245194794591.9767,960844904.55778,949389489.0073868,957145713.1775066,18665.6961,153791.452,11279.5965,38.3691867
19,2,137601035358263.6,174217212208220.6,62729691344707.53,78528437197668.67,359783519759702.5,26455367329136.53,173651910361624.7,275941766589849.6,913317547.769165,71238826.28541501,26966654.6139046,55466901.74709641,20537875.43422896,44804201.74142852,9446631.53792975,350218.7161314437,9610.611455218872,5435.527711480479,6832.967244019338,513895.2447436233,416216.6052946378,67617662.2688738,70603362.7906982,92728439.16031407,63837520.24580181,76188926.54686482,70991100.5722175,72427396.2758673,81023759.6605618,1538.003956518023,1630.418843544935,905.7550906409954,897.132156607139,749.0733879535051,748.5987373849142,258385073311.2023,1304008372.380691,1049559493.626006,1000687823.710079,18551.9199,148410.881,11431.6821,40.0850475
20,2,128462499400950.6,134821631324593.9,84050413419307.83,86494345825761.25,491096601738238.0,32744994174979.43,225388895204538.7,264969492580703.8,958955252.4044448,55950447.05180875,26603896.00265057,70728570.49089316,16986671.98167166,43983705.86403944,8916851.843571134,309680.9172404055,8207.97532087087,6753.404453280074,7670.048219556769,418909.0875601259,543385.9419687026,67194949.18512763,83176643.7853721,85558560.37711912,64872311.05250888,77302163.73145758,93034017.51443791,85080945.2233299,80800335.26994696,1597.379838332106,1640.839145040276,648.8278130782345,829.4509790477225,878.2340540804396,912.9530844263684,293916677310.212,940627275.9217536,949336170.856102,977927244.0943078,18888.6725,203669.014,14263.2585,36.2870354
21,2,138319333795918.6,129593986635079.2,69551398718349.6,78821334401070.66,425353737450916.8,32006081511508.21,184340614574358.7,299841536748960.4,961648636.8469949,60650341.23999825,23747904.99614014,79857891.44353844,18162651.95834823,38558398.2379726,11372487.26921439,289505.1934503358,7727.517624691788,5472.255608708597,7376.223148171033,379501.1859284047,372895.1541037962,82207016.5312219,67720818.5454483,62837197.25182419,84603736.35226454,76426691.22330734,93363910.09351467,75866829.19147858,68221707.109806,1112.620661821789,1614.03838016128,706.5361925427986,949.9009826201334,655.8033042992141,796.6423089144857,255986352537.243,1179905408.078986,1177733408.476582,1281141974.030581,18856.1055,273508.489,17639.8066,28.0350331
22,2,132618795852330.1,139946235676497.8,69312129325577.05,67353553031286.81,440752593071931.0,28400544020360.27,189723322055769.1,276403659449346.5,987793906.8458993,62439429.22179331,30866321.79582942,61975235.8666777,22449004.90876259,38949447.73007582,10709123.39699152,377156.875651063,7279.605691350832,5973.74679771588,5999.333845335836,503271.4318852245,411702.0816472643,74738254.58911203,64973645.89057557,81304499.83165249,77177159.84950075,85126953.23863068,71843278.33814831,78255140.72596464,65333959.42209875,1490.364016990418,1288.241987012967,710.5496181429551,820.9034605789248,677.9408606822219,886.3758271738383,269166810388.6548,1277984020.320925,1067649009.041695,1082493411.3187,18650.2953,152883.097,12211.1336,37.5549124
23,2,132393885562013.6,171525684636968.3,61587609685665.7,80535844908891.03,342197289184794.5,27681067455234.08,185740906592893.9,238174666373902.6,1080613701.451596,58595679.30600024,25628838.11789805,54461543.5141523,21712534.07498878,36169803.3938925,10372645.77134084,373942.9251704281,8312.335641295484,5194.954439390596,7620.167771470175,441301.5409714363,451007.3695150033,83783891.35730824,91144653.35854581,66456286.56212942,88488336.67609581,91596141.70187862,87894819.91516392,90390916.0611116,76445113.74261993,1347.067504146413,1357.149603220538,859.6350317899368,944.3045302552007,943.4229132022884,941.6763013445052,207865068855.0233,1163249983.018678,945316479.8339576,1228086130.941824,18617.1607,153279.426,11403.4512,33.0260534
24,2,148032830470818.3,170864180007078.5,78063259277088.31,83882139037733.72,460010984372374.3,31737553409912.62,166028753773021.6,324135023737834.2,1082494855.256094,68699025.99666414,28780771.4160821,75291035.91448136,18141350.97870897,38295923.21164264,9943440.457591271,339737.514915607,7027.199585223792,6053.200555248008,7750.04171263207,550700.4645327643,528022.0198822906,78813006.60533987,90192418.487261,78610599.59257348,76012259.16232176,78453864.61136967,79691867.10626657,86990641.03364904,86909888.84727809,1472.74861737257,1594.279318582519,663.8274674279857,893.5073888350537,816.5076680334992,727.7928510020431,259906947133.7231,926917224.9088058,986232986.0756495,1287196094.890661,18826.5545,179737.063,14961.0038,30.0442342
25,2,169094162610394.2,132761000569117.9,69669648097737.37,69360186015121.76,361769079383713.5,35119719409051.21,165787599656438.3,333087515129717.9,914701921.9340252,72401711.67171273,23723620.29182173,65684729.84685293,17392035.17871781,38232118.52631685,8871771.358084833,369467.3859706634,9426.237110987488,5536.278609338039,6414.981662496411,410444.3379516221,522928.7594415869,81138179.40171221,87490369.66382034,68285271.15458764,91716377.28775255,85230548.42448615,72511875.97079363,82281208.38760723,74572506.97070192,1372.778318823264,1145.816767525167,769.5685394134977,932.4170663481879,907.0641901789661,837.8143629318606,261892150742.0223,985338496.9276229,1130026214.728387,937953885.6323309,18524.7428,173810.727,13326.268,34.2043837
26,2,172672924113667.2,160027350611352.4,68321623996857.77,63229682214194.43,407507458035838.6,28614469447989.2,160903765590821.9,260617519421857.1,964230656.1513494,53920841.74769546,31430772.87679993,71170096.9546239,17836103.63543959,37570601.30776163,11369020.81267967,325487.6000499525,9481.53036020593,5110.262832561587,6078.643407487275,547236.3540898841,489856.2428522382,84430852.32392965,83921341.08812913,74632493.73068775,87070299.59816362,92448698.80996871,80396530.96709011,89770386.61679631,92066942.98905888,1122.234207333296,1220.56083025101,672.6131086033182,879.3394456137383,726.4169935140676,664.8331281385681,229477795850.488,1005978015.889292,915760361.5158437,998852421.1611469,18752.687,205286.356,15578.7461,28.0184694
27,2,152471596836709.4,150293425464828.5,85054314893643.52,76784720739987.27,348411590225053.8,29412114111657.18,177668096120793.8,327990405082904.0,856551325.2423644,55690182.0668721,27761773.85357406,67996982.66620545,22400622.22564006,40252914.34334595,10801078.32489783,346804.5694036904,7962.567499438248,6449.987544117855,7399.149305644925,473506.2803227958,538029.6282022251,72520784.3275772,86825213.44338147,86071444.08215377,90301918.0232846,91446015.17677258,83300882.75796928,70788206.37038611,69958284.93945816,1577.621423659285,1399.758653332047,743.245795840959,740.7585010284523,722.6477797390264,701.1188139543322,224904599879.5791,1184794305.721846,1153952746.223163,1160481009.137274,18562.0597,177058.184,13227.6601,28.415345
28,2,142184177933344.8,159590100511015.6,74589807260229.12,71041220627653.69,487005223912540.9,24921078441145.85,202540795179398.9,253313872041747.2,1060563356.495916,52509739.67975836,24722004.78135751,57361989.82379438,20410094.41844147,46416462.29812675,11963712.45156124,297615.9895135086,8223.522264817913,6601.114080126502,7890.225013171166,439057.754177233,530482.8919524181,91268986.78583165,70089462.54402168,86375717.505963,80426208.8450138,78581733.93351103,69184702.53466634,86809014.8317897,81639527.52105008,1131.01482506184,1536.690097457868,763.886613309686,736.7672647461443,654.0927503615876,960.3323484249181,239705228752.913,1279206358.52127,1224503706.317451,985738277.8536533,18653.267,209071.633,13416.1708,36.2166984
29,2,145283319264377.0,130647204756344.8,70827843139898.33,72167920392604.9,478253542538816.4,32435913702879.43,202378294614624.1,277654314772351.8,977902347.2539576,72370289.83786073,27096908.46515549,56264883.63450335,23706110.08411596,38918281.82154931,11644563.90442763,310380.9999496544,10010.50636567142,5635.574276665032,7128.155974068319,408532.1568588492,486198.9215443539,62512324.68181881,65815215.69982618,64762236.75272003,65461889.80735606,72773044.7209419,92303057.14864746,93550700.96351169,67726322.79571275,1214.041910505848,1119.66509204505,817.1131235649784,739.1748896336703,927.1401439120066,778.4999516056181,242323173065.3585,1286660536.868094,1129547518.868722,1073147863.789896,18632.3413,210644.692,12876.498,37.1995381
30,2,150224077438692.6,153757801570797.7,81936214058320.78,80728759701002.1,376453777842092.2,31341635156058.11,187112701035029.2,244573788502215.0,1004837246.040578,71311997.49244836,23577394.15682065,61284806.20621553,18169019.85701277,40239048.12504611,12280994.31350531,275336.6631807141,9674.128278487533,5627.297254983814,8122.312173020742,370278.4135320175,549077.9893410841,80485128.8478312,83865040.18186857,80712242.32188247,89328695.8032096,64133754.26060624,67393740.66816722,74850185.66956069,82995096.56207058,1514.322572694695,1140.913616944935,821.5783853069311,965.6947537119893,720.5273814515675,777.2675130313953,241325030215.2828,1024570562.663792,1048094799.209307,1205441540.011377,18790.2153,206850.349,13296.2141,34.2555939
31,2,149837942230802.6,133585182507672.9,89545679828324.42,86299844158126.98,451230789157311.5,25814429085004.83,229096930724941.9,299336284046812.6,852910085.4780043,50606669.90629859,22132794.35967506,67195305.14233623,18714209.81047658,46536477.61628125,8737467.340935117,351507.8606691778,8188.965652867312,7054.197854367592,6560.30508172517,395979.7527628457,388820.953882344,79013854.81512745,84309216.90092263,74781027.09357236,89316409.27092615,91189318.33200258,80728952.12906238,81687501.49779569,67560591.06079029,1626.980747358715,1461.691766497316,675.8214408749371,814.1557456991798,692.9267516950099,672.5219020241947,260987863993.1018,929152603.2376741,1273379356.556666,1126559625.705315,18613.3961,178137.677,13051.0293,33.4367038
