Итерация,NGRADE,INIT-DEC-TBPND_PRE_EXP,INIT-DEC-TAPND_PRE_EXP,INIT-DEC-TOPPI_PRE_EXP,INIT-DEC-TOPND_PRE_EXP,INIT-DEC-TAPPI_PRE_EXP,INIT-DEC-TBPEH_PRE_EXP,INIT-DEC-TBPIN_PRE_EXP,INIT-DEC-DTBP_PRE_EXP,INIT-DEC-ETHYLENE_PRE_EXP,CHAIN-INI-ETHYLENE_PRE_EXP,CHAIN-INI-PROPYLEN_PRE_EXP,PROPAGATION-ETHYLENE-ETHYLENE_PRE_EXP,PROPAGATION-ETHYLENE-PROPYLEN_PRE_EXP,PROPAGATION-PROPYLEN-ETHYLENE_PRE_EXP,PROPAGATION-PROPYLEN-PROPYLEN_PRE_EXP,CHAT-MON-ETHYLENE-ETHYLENE_PRE_EXP,CHAT-MON-ETHYLENE-PROPYLEN_PRE_EXP,CHAT-MON-PROPYLEN-ETHYLENE_PRE_EXP,CHAT-MON-PROPYLEN-PROPYLEN_PRE_EXP,CHAT-AGENT-ETHYLENE-PAL_PRE_EXP,CHAT-AGENT-PROPYLEN-PAL_PRE_EXP,TERM-DIS-ETHYLENE-ETHYLENE_PRE_EXP,TERM-DIS-ETHYLENE-PROPYLEN_PRE_EXP,TERM-DIS-PROPYLEN-ETHYLENE_PRE_EXP,TERM-DIS-PROPYLEN-PROPYLEN_PRE_EXP,TERM-COMB-ETHYLENE-ETHYLENE_PRE_EXP,TERM-COMB-ETHYLENE-PROPYLEN_PRE_EXP,TERM-COMB-PROPYLEN-ETHYLENE_PRE_EXP,TERM-COMB-PROPYLEN-PROPYLEN_PRE_EXP,B-SCISSION-ETHYLENE_PRE_EXP,B-SCISSION-PROPYLEN_PRE_EXP,CHAT-POL-ETHYLENE-ETHYLENE_PRE_EXP,CHAT-POL-ETHYLENE-PROPYLEN_PRE_EXP,CHAT-POL-PROPYLEN-ETHYLENE_PRE_EXP,CHAT-POL-PROPYLEN-PROPYLEN_PRE_EXP,SC-BRANCH-ETHYLENE-ETHYLENE_PRE_EXP,SC-BRANCH-ETHYLENE-PROPYLEN_PRE_EXP,SC-BRANCH-PROPYLEN-ETHYLENE_PRE_EXP,SC-BRANCH-PROPYLEN-PROPYLEN_PRE_EXP,LDPE,MWW,MWN,FSCB
85,3,122388069707431.1,159215713532282.9,88102021774760.28,85921084322590.73,456345876369546.0,35328109689947.02,222070632366530.1,312617596611328.9,1197042863.243259,68642513.06691639,23240833.45003374,78477393.75368553,16497505.52512767,46318854.1811701,8834492.202819634,346379.9134814261,7950.719087579183,6432.453346045184,7969.038186301144,491124.6926142128,535833.4170977853,83754981.49760708,87649590.37539017,82362743.00627,75803837.01756702,65349512.93174154,90983572.92235221,68021504.10361151,72375028.69510439,1361.468221935797,1192.593272477478,909.5862440736544,925.6317914398755,792.6101946995119,704.8223464278966,201062642411.3802,1119004887.583495,1103883523.575191,1159906091.854163,15820.1644,125172.924,17586.2589,15.1865934
86,3,122608423333077.7,146805828564507.1,77918657372471.0,68644641053725.84,428294937519874.8,27754177538929.05,215948916005701.9,301699838876561.8,854622480.3597107,52198199.46122987,28654099.76109291,76430240.34793994,19727790.73541426,32450601.35266825,11238630.43015638,312851.2218265296,10144.38697077385,7223.937777216173,7856.776938781104,532613.8768445689,504440.6043477985,71698885.10794455,65889807.01144878,71294519.99414705,66544252.83855034,89886525.2214436,88490623.03615746,75925329.69463247,86479198.44324712,1260.75604105835,1102.203422750639,860.8363084721185,663.5588006895011,814.3565959031077,922.1970434115779,257131130288.285,1154059282.58253,953893442.7994235,1204002579.016424,15776.6732,131125.226,18188.1352,19.9403123
87,3,133203342544938.5,155304237111732.1,69152918629937.64,66868693063393.92,484213445003272.4,28396252470669.73,224792037656259.9,232878377574351.3,941169091.3601193,67565719.83787978,23400626.17015008,67532402.76306644,19688730.10371862,46078189.11750437,8669017.52575895,323222.151702753,7351.802805561334,5183.541628879949,7551.810751194,549746.8478427036,411125.4981472975,64352683.72164927,76254980.46123296,64726085.48744191,85727679.0028342,73021045.39966482,86607393.91537614,82128959.51704645,92308388.73135746,1403.859157104279,1524.88897665363,684.516320345423,779.7770044983721,776.9469676462674,788.7383939747559,207619927493.6725,953562380.3428323,934428924.4601896,1078933660.246095,16172.3467,120320.408,16407.4135,18.6688955
88,3,124535503612368.6,132972443790356.4,78460738251022.88,84680518691019.81,449974350149893.8,26774804012494.9,165070261264509.1,310345659713204.6,835494595.0403026,56633176.29011221,32609127.87572693,55063555.81749455,23214361.37297633,31926614.16659664,12293288.90573563,368275.6018196049,9487.199257793416,7206.904184066958,8225.901699070524,424582.1827779645,401547.1442514319,88945449.631452,69238719.86248074,71935883.54416189,72894980.72208697,68271628.23072718,66274590.73278979,91051877.69260141,62634557.93222804,1439.757338144964,1166.659011535617,699.4704916937766,823.5116048447068,862.0046458855247,779.0143747637397,251314635583.2123,1015761351.896048,1146840822.054887,1071787649.902179,15691.4227,106001.385,13555.9665,27.0148559
89,3,156454476892895.1,155346967984379.9,62692946917995.02,80030841353306.28,472938704062929.8,29496649862500.55,223833717541098.6,250863900295955.2,1150632644.544366,58159377.57569903,31937000.77847317,79756838.75145508,18010376.66095563,46014277.91254199,10882767.15612437,359376.1468662218,7218.31192952786,6573.50462985952,6732.89294787124,471393.5021812331,424291.6212891863,90867895.57442391,83277722.59300688,72592234.76618017,87898387.50880975,76760505.29120165,91229527.10785417,78510473.29712038,90806794.78331837,1319.866686907631,1267.416160315069,865.8201845381398,827.9407681473409,726.201290205481,744.3254043452424,265905367817.813,1258519074.886542,1083590159.633824,883108097.6621906,16112.0601,129798.74,17677.5527,20.1322967
90,3,173277960270833.8,122131031476459.4,90715570045472.19,87326359671810.14,344172292039507.4,31690508196387.4,202060610246915.8,226400306425108.4,1022409931.543534,66658613.35239402,31856480.43904958,61831955.26631588,22040214.06175698,36725830.69574948,9813325.274797898,375042.1882464432,7110.711858585913,5369.362539011045,6478.149655315076,427779.2615873076,464055.3617623124,64684095.27826777,68025839.9571091,71642700.03863654,89315360.47582923,79078549.8500984,65452109.21333926,90403538.11389226,89051071.94746146,1140.126112591921,1259.341231384695,659.8561727141378,824.0420395485185,695.7559184976046,934.0998545845061,248793263271.6846,1166406859.855405,1213213333.911215,1026453167.555124,16209.7012,124771.441,15401.4543,24.5009107
91,3,132285615374710.7,130753949318454.9,84423599987116.94,83761682018146.06,478267616548122.1,34425426630194.59,162406568589948.4,247188752208183.8,803427338.8636243,61833073.04693308,28221437.99301066,63185411.93945067,20404165.69116319,33372694.40219705,8620829.778036214,332812.5063074657,8099.755139298853,7023.028526852737,7839.960037936048,478753.3585854603,496474.1806116359,71681703.79813911,84670441.81557116,64403744.65711906,67498848.6876425,69993899.63738762,79230879.12061909,78411791.02188867,73901971.96895154,1570.323920733593,1341.749224892621,825.7219322353299,904.7645871904509,921.9061278981201,845.8004187421385,227642332854.3358,1106299752.151927,1035193463.652366,1177694817.418545,16068.429,116283.739,15165.8246,21.7100885
92,3,174036260774675.8,176263600716355.2,81705592397519.97,66326078814093.41,421791540123634.2,30863986182718.45,179071090143391.3,230326323946483.6,833287752.8706821,59340938.24427187,30153215.07000364,71571872.1470175,22826983.91442541,37495325.40629901,9079541.641046042,375778.2661976649,7353.527742231908,6272.037526075786,8246.818867613305,484137.5280558908,518657.857704028,88805506.27796993,91890073.24932164,90652476.87527433,78038999.10814019,85401716.40860741,78512305.5334071,68639410.62379132,86026661.19297469,1121.487635213141,1323.497746709484,682.7691244797032,818.8596528598096,803.2213349247754,775.0392503362172,213860044986.4859,964128661.7685696,1258603466.06542,1218995336.531708,16173.8875,124486.03,16838.5793,18.1595731
93,3,139227568918971.8,161360556723093.7,75062194653312.55,78224248084732.48,420587356740317.5,26164489942845.88,177008435578999.2,231491019228895.5,994276954.9427161,59406802.41707584,30787353.19419882,72093733.6084198,21135997.22809348,42321939.26353325,8772795.231968075,273420.6086375801,9521.734670120077,5799.282238407256,7679.817468869447,546234.6873928917,527238.5577033999,74533725.16174598,75763679.88319495,93589533.86497986,85859641.22249623,66974247.34364863,92921949.37442896,76912135.44221671,69053065.56263983,1285.741971950337,1144.710535626398,890.9014927271674,796.4296912653735,675.2306919025557,758.9470937268658,243521973459.385,1307854821.80576,978310599.2008775,881317436.0688474,16168.685,135824.767,18398.1574,20.4775099
94,3,181624115567990.4,126338937464092.5,72595509489540.84,90050864706906.12,479397127518113.9,26925194739769.01,226723260437757.7,257582229113531.2,816903768.1600641,57098526.80627261,25031446.11785054,73385820.51392436,23610317.16477688,36750772.03855513,11236469.33800947,320002.5323762827,9957.96841421274,5818.706227948125,6846.261902872832,372170.2088994687,387729.6531578936,91826061.68916577,88208597.60185806,77380713.92695282,66284772.64696856,87885779.70808107,69450687.06305222,86998945.99858558,93091053.26214051,1471.695328262526,1435.295989125942,768.3104318117237,645.3161671926384,904.4015994442092,963.7330033294329,263142603756.3507,1254914390.86,1245708894.109198,895262009.1767215,15292.0094,143045.743,16901.8291,21.2404287
95,3,156624417409082.4,154862849866761.0,60905115917272.7,66066580459969.34,331807584220186.2,28411731480491.54,158482940092909.5,229158715500387.6,1093203630.618907,72690139.50710054,29949397.00044301,79220423.73290242,21838213.66277642,46254389.07138811,10621110.77445941,277736.9537744078,7231.969982861784,6758.535089674189,8224.609682812552,404108.3050404735,440463.4948081969,86935888.78985687,64603672.89738907,74717937.10342218,79976919.59608722,66802157.49146823,86148974.97730416,62511684.21840043,79754788.18509796,1261.288606808758,1115.806116374433,836.5733433900748,876.2487767568243,722.8890418063627,904.3777294607239,229110600339.5017,1142156058.0256,1190358336.471463,1304602288.460235,15422.6903,157270.795,19155.4184,17.2889284
96,3,171312171717148.8,125359041383380.9,87976812238367.66,65910314184433.98,438027672287186.8,28457927129898.93,168546674973367.0,289386235804073.5,819162141.2611307,70359643.83567429,30359407.51162384,66796930.54870715,21019725.22836863,42515571.00221625,8455318.806446556,335519.8417015977,7817.125328452233,6945.606119786586,6659.167531836432,531378.4498573879,397563.5335863852,73378727.59059657,86392492.55702576,77265339.12099442,75751639.82607439,79347243.00056711,72249160.49471149,79561284.74980973,71751862.70260948,1378.172388112179,1263.831703126825,660.0170771510411,854.7747066300208,893.6963088300753,678.9041861556973,240305977975.0077,1091857863.690911,905607517.3198736,1303936405.460477,15806.4686,116299.405,16125.3206,21.3934823
97,3,127810188098773.8,149887832932502.4,82990989835979.53,61494563565478.44,343840024925971.5,27649977213042.31,165529087276693.1,281635202229922.1,1048196611.96502,66820052.47720955,22573205.89340456,78672516.75321198,20073720.39241749,41602263.55818608,10429721.52566719,273761.5016286545,9344.016027963942,7317.682864315173,5976.569955649163,549140.8688051181,380925.5921683109,79094598.43585515,86350742.96059088,79780162.55852409,86437816.60431159,84894159.84709793,69790308.25213315,91602762.361058,76430913.31251198,1461.963637255202,1351.425270264889,677.6403026294951,908.0145802294954,826.0388809134612,814.8606881973071,263450982764.4254,1081404077.31189,1211137229.295512,1226816138.480374,15878.4357,134055.975,18630.8494,19.9685821
98,3,126725063451617.3,154117779759466.5,68158275046891.24,78805163569882.12,421889772641298.1,25352786845666.13,198609387096462.9,266843589444798.2,1152565416.374466,67743969.49670863,28484792.70989363,57010352.42196429,21012788.318799,44827664.64251078,11036053.66160761,339463.0733212597,10162.80669274449,6975.262721153198,5756.071097093069,430595.5954039857,441419.7642633178,79606720.74585935,66994501.95943376,88152063.84989797,77831021.68496938,86828495.17911568,80445531.38859837,75915909.80556105,70048006.38945036,1425.659530215395,1337.659006323367,818.3208947391166,664.555843058095,898.922744800227,813.5213482924358,224233290481.3948,1028412507.564422,985151985.3745213,975684494.0706525,15914.7538,118187.017,14341.38,23.6229558
99,3,143817749267961.8,134789080587929.3,76702331379631.66,79505236833508.08,385159569804016.4,32511386871574.01,177410836824159.0,256930242138846.2,1111450688.731122,62071122.02853204,23814241.15343085,62992374.62764768,21253431.06341865,34125033.79321259,10490199.6335741,337565.6178527803,8211.507760090873,6370.847713366243,7817.013320147269,531525.9577682138,531249.486451545,75985491.74374154,63353140.55062845,75522811.72796944,82064319.54913442,87656649.87393913,68106044.14074004,83666829.6853513,73341809.6172538,1380.486303981168,1136.779591932226,931.6796935073662,909.8199933620143,716.3493067982859,895.5849939709351,287133644782.5309,1055615500.159962,1058003235.950997,1060598364.418953,16021.0265,114777.405,15480.2717,27.4522268
100,3,153224297870910.7,169818726897481.3,79787757457778.14,72661110826226.88,414551688333970.2,35542182567220.56,230314041924327.4,237243520433192.6,937448155.0597987,56934487.19483791,31208701.81165032,69707310.36196265,19005002.28723427,41960045.08578809,10719715.9843398,358562.2801936961,8223.73152005597,5274.463368998977,7336.966150263716,389045.2510056113,455302.7139491488,89760013.33539908,77629439.67189795,92840371.29432824,70025038.96712731,79328228.37612869,76144181.06916735,83232479.01520413,91318410.24471001,1593.739357118196,1415.686922967647,811.8574314528647,759.9889714735089,889.5616102803383,902.5483810555004,240353280395.9567,1008416417.495809,1156652433.378973,1102418314.701049,16179.666,128553.143,15597.5028,20.9512466
101,3,180392281947079.8,170407427407262.3,74792478956464.7,85508858189603.6,368522972202645.5,31624256204252.72,197334610958793.4,287380844629841.6,919909042.9612559,58451855.08422018,22215807.10524437,60544100.70766882,18044787.82169393,43467088.99953712,10535900.34833066,280290.8867704869,9199.006456370833,7049.870771529952,7220.555613311673,536701.2000026214,404730.0584274127,78979713.43034486,64172607.59853574,67975568.99049369,72899304.46234448,80544268.12353224,70396621.31240238,92629577.12753391,89696040.73072799,1124.829447418472,1568.571941445426,881.7264028229226,785.040974665047,755.6675469161764,914.5697410646814,268946043107.6852,1217440546.02352,1185053830.280131,1037749795.666485,15841.8128,128733.915,16826.3175,26.4887868
102,3,182182166756729.9,148193497550773.5,70172822145253.29,77032385858602.11,470926836015533.6,29604113357016.05,200434407282978.4,305217167235328.6,1119320224.185911,61088315.48483869,26724698.17136201,69588509.78494063,20843237.0666822,34777211.22763892,10714919.68335917,275977.5304347051,8308.300111649703,5052.331731631428,6107.623784998992,540466.6237209964,375029.8040702704,84572573.27196985,75722298.08787385,76052932.29755895,76139528.53592166,73695240.29658365,75077794.58606742,78859651.4736414,66894120.62875491,1304.929875363835,1451.186455629802,716.1296325528841,736.1391689816949,675.1159756411137,838.4112855398453,292388447371.3098,1003893136.6,989124925.8495704,1168335207.377235,15796.9779,130040.217,17777.9333,24.9292218
103,3,152303301445709.6,119220341012575.7,90377832573844.84,83817764003923.67,371654436187674.8,32347619989498.2,229973006691920.6,313564772750525.8,957517036.3299057,54675058.60301571,23353631.23265271,79013422.9693372,23909610.67919417,45397572.64439695,11529301.35841533,314220.3050798111,9324.47423922666,6341.463150665116,8068.481749890037,511898.2456505801,467341.0052972769,67687373.08038138,73625013.9893861,86293618.9106424,66651753.2243968,87453154.03588137,86246637.40325089,79644143.38088404,68975029.73213482,1305.813957234872,1537.237866958335,845.4608842555591,921.7613623050285,728.8397253861392,958.274981062405,205558022443.4395,1316457801.923431,1119089387.502278,1129489412.836813,15782.3009,134167.186,18390.3383,15.4087711
104,3,166898155695757.2,170718542558265.0,86229954012549.83,78341933206313.55,479394481518761.5,29343514516117.46,157369573372517.9,257002893609852.2,841728365.8122625,62682318.40977135,26504233.34354726,61035967.69809442,19308959.11918815,33598959.29330378,11745531.43175594,305911.2353586346,6884.286682143538,6144.824123726221,5837.633865890261,526458.1346879397,427165.2036750219,70220830.61841965,89552725.68269108,90407724.71359628,89357209.074586,84500625.52618335,65995065.26703627,82544795.84767368,83238562.52659255,1206.098548886295,1390.228796171539,718.0205122738832,783.1084506136914,887.7865259382702,937.6434708828535,272501997088.9557,1151943719.600829,1056375979.979006,1013672020.252852,16010.9617,124335.839,16254.7561,26.8541892
105,3,129586161494635.3,142238103800199.2,79056406542225.77,71616645993519.9,463168246712398.2,28372153628745.4,205448426402434.2,268283601740089.8,856203914.9176707,68439077.43108422,27885919.71598249,73900892.41915712,22002344.87943162,43218987.3502816,12205701.46028077,285178.0253073049,6833.261351415452,5879.219263495315,5881.331760632207,467629.1701464655,463741.8409906235,91853595.52215792,84205372.28546289,82144529.38735421,90221913.80628726,75343780.91019875,69579009.95835842,86319241.10961425,72066003.4465262,1120.216057226603,1389.782574704245,915.7949868459518,954.715230460901,822.6651271088235,953.9282236075469,201192469000.6139,1150460296.884873,1251099777.166886,1053228743.719255,15953.5069,145971.2,18832.5371,16.30264
106,3,172450629690212.4,173732655762595.1,81707991192291.62,85434433838727.17,433717259604985.8,29196870703664.3,205793828549447.6,245727698144237.3,1024924193.505893,53105279.22464643,32834306.53313807,63336507.46462282,22769805.16168359,38077300.9697075,12269677.70832116,265496.009890667,7723.508995545494,6560.045005518701,7179.577925734245,383202.6260288992,383062.5671526387,70414612.46791607,74825765.29380375,92674906.28926907,79331118.89267522,93340137.39510086,74344438.25218943,73707160.69344276,69316703.18334718,1450.856616589432,1421.373593323686,710.8993936875264,880.327805339572,667.2011054886369,875.4771479771816,219429457886.6332,907456457.1052719,1180780959.890318,1148249980.805908,16114.444,155247.599,16626.543,20.9768803
107,3,173278672064084.5,174419766442294.3,89031853955847.88,64934945438333.41,372998597582172.9,36245806239794.2,160239282452738.8,293149478941073.6,1008590896.950768,56670988.04575194,26883083.16443224,54575951.2185906,22283356.31225144,42171640.90075728,12077171.20629519,265495.9484592613,9497.989489291218,6356.813517091095,6118.463025180247,529908.260560933,504963.3684288573,86838881.27717072,87271054.82045011,68984372.64984462,84773797.65765321,74879737.03142604,66360354.38843021,84012827.02494656,82137777.53229377,1124.244608425267,1505.440153071291,873.8015597108033,655.0900938710515,778.5493119582386,954.8034547984942,215589231218.6801,913700302.8983335,1153979402.207139,1066298070.240247,15788.3075,125761.573,16044.1899,23.543559
108,3,159599564608005.5,170306516820806.8,87031407630017.19,70423769346645.31,361631999406974.0,35781020424974.7,169444823349688.7,318260368207473.5,935472745.5081058,67814105.09366459,28301790.18098483,60178503.43156156,20702175.51837143,40629941.34864068,10053792.63942803,340542.9479455415,10034.58907649259,6408.88083773859,6981.285952356562,516701.6119700465,427758.1002718566,68343733.11727351,86140938.53841415,79424788.09699434,92345319.73161209,76840588.75778508,76040718.70522505,85489304.15428278,82384793.85637617,1539.38542801153,1557.0532510341,649.571128430415,814.7068196756093,889.0897968947515,736.2073412059167,226188973691.9074,1139287675.894913,935912198.7946401,1033393665.569388,15699.2471,107602.289,14593.1889,22.2386757
109,3,165390242457035.3,170685590781310.2,74486973598999.45,63894622255745.75,464528506360581.3,33564576725020.84,196920049573914.7,261245394153846.2,1141138410.529473,64702531.80406268,32124705.26657259,77685649.06141299,17201371.9606345,46705411.62646205,12087009.16984012,371767.8196344026,8760.466695834766,6896.055293088901,7288.96777407764,473297.854398871,447977.4569859715,64055930.02305598,82690923.1322774,92647566.817524,87157730.84585644,73418832.42683412,93578751.16999029,78574980.86485264,82115418.05185184,1288.556033790324,1131.982413608416,727.7518026499899,959.0531860550858,769.8449143708444,951.3007010305662,264540471332.294,1222431681.792885,1207230060.494619,911940836.3462043,16029.6378,127754.831,17354.9613,20.4827315
110,3,131838402523454.0,125428145575402.4,67490031864185.82,65207933843160.03,332442768510395.1,32377879329851.61,208149105841720.6,288295119068683.7,1195566307.902818,68703528.11431773,26304947.36181372,54544861.56459539,17236209.79675849,36981020.90992839,10679392.90908627,361873.4683980846,9606.59336733709,5181.323123476873,6223.290889856366,457447.0440036543,484410.3022385342,68108748.64880276,83790351.23425929,67335123.2535216,74223396.37915301,83075937.72926669,70286720.4358436,93561449.12938294,73272499.06499755,1633.524175364575,1573.05372881299,681.172473980173,877.5809452116421,959.5365828698941,811.900157773932,206078835868.1006,1286868330.133206,1312530185.523967,1037254613.501226,15786.6207,103831.952,13117.1421,22.5559123
111,3,156111162135899.5,129530578674656.1,89373687333748.4,87921790038560.25,366579070702383.3,28900414321066.06,232730527358493.1,303280521513786.5,1173180464.19315,55645566.08946262,29430625.02300972,64093901.21720669,22766801.38625076,39234078.31917438,9203306.498584842,308857.1437694617,8877.87313306289,5035.74199333277,7673.053339261332,405238.0108395435,487242.390601142,90849146.7638344,76652697.1796515,77085362.29819325,71420994.52077459,74864108.89943755,69258501.52725372,66639204.8805487,64935328.29644384,1479.572950114913,1370.127996438805,927.7391555427591,866.9911988792502,786.634715337796,734.179687081001,288943129615.2348,1168168241.696765,994718825.3215294,1073869157.425345,15786.037,130787.656,15790.3941,26.7948969
112,3,141574318962499.9,167279405499116.2,85466305537110.7,76124007407918.6,368953818389187.2,29991349519096.44,206972564873486.3,247096081485222.2,964456062.7582585,54779319.1747806,29710154.36700922,59624792.37191943,21681683.45588034,41802352.76024352,10276334.26516261,385021.2357653041,8844.148952743886,6270.810774461157,7954.698849968168,547261.1477305468,486019.076015746,83934990.19126615,80924311.91622305,83558903.21656005,90035460.3502932,88170627.16227442,82001618.93751334,90877429.94390512,86689394.32489087,1406.139397839666,1631.334761781566,689.5443499719166,888.0286652605691,930.9435230625725,727.1502363559284,282568900311.2026,977262352.5512866,1059483182.916058,1296522269.650952,16042.217,101334.681,14094.3093,28.6691641
113,3,162396873699016.1,153746942922063.2,81295418648552.86,64415126983335.91,470539833794521.0,25928406986249.41,156295929190277.1,309567673433247.2,819434201.2168494,64933106.11125153,27134180.60842761,75201502.92901345,18702995.00924945,36704735.72024415,10796360.89770032,278769.5699091073,8475.858970921221,6106.539465905483,6387.372259117507,421675.1094566377,493548.4030053283,78314241.36101651,87125350.14744467,75958675.76394069,73502602.81124921,74008668.22305232,93236332.7126129,79685131.26630223,84211975.84201306,1330.322761618258,1118.4884787325,780.6950585042339,781.3689296890179,683.3834680852558,964.1036995818376,226488242637.2745,984964594.7482007,886919803.7233404,891892395.563673,15752.0896,149598.023,18535.2177,17.7887007
114,3,138510866923615.4,175697580233475.5,71558770582403.6,76807962148939.64,466587065015313.6,25200608675554.23,179848156109060.2,286211041312246.1,1023960633.903273,54337597.9417877,27805500.14722171,69268306.86432078,23713130.65728752,45107319.13232147,8753269.076412471,305472.756420078,9793.546904164992,7015.866301102082,6483.713908917201,449154.8880781404,509780.0783185795,72504229.93578044,72001032.19043803,71408447.20175672,63253461.80207915,71772142.28899437,74254600.51925382,64044936.92910475,81823278.97639298,1504.294124273365,1597.656574068215,882.6690509271082,955.0942516067864,855.6415303969004,681.8267820076895,198561185189.0347,910360902.0346131,1040587851.391421,1189497973.830414,15850.6255,130713.091,16680.0519,17.0459309
115,3,166859869298709.8,157183730884454.4,82444787231224.9,66486370545684.66,362007205473556.6,31888106277277.38,208147878518017.6,266964044080739.7,1043136118.005268,70967775.21569568,26736946.97487956,53696885.29831751,19813591.5978036,46563751.73550786,12152000.67890197,338195.2216366077,8199.779991557007,5328.22976655637,5707.590555714731,390229.9698115517,518707.4105668063,75647178.26983406,76684449.36636092,88447246.73110746,86867876.39534564,89415307.74537909,78150812.15927649,68052372.29176594,70447702.92535734,1308.36651879721,1556.874856996762,898.1344150087289,766.4249370000337,691.2785348677758,779.4226661236681,286339217349.7726,1089902597.054342,983560284.3716893,1173124662.892079,15904.4029,124511.346,14061.4981,32.0641814
116,3,157902429438957.6,149016419784581.8,62908562157797.42,81921181840435.75,468010099865757.5,35586795150123.76,189579278976657.1,299971013226740.4,927440545.8037833,59447716.00049712,23005206.81305385,76475554.13924411,19926259.50892404,33444968.66107799,12068247.80844607,317853.4274144133,7180.74327694517,5126.966159455689,5700.221450688203,491406.4261375854,487423.5860466945,65828666.16302322,65804193.02311657,93161031.51345254,90141770.12396197,76318431.37701763,80734762.5832222,85109576.33904372,76667392.57958046,1614.312038624357,1343.967085097195,644.8605572531796,673.9203823233968,948.0578002463673,828.7803864973312,281295945190.8106,1153981665.645409,1300379542.994066,1257637814.707524,15849.8389,126842.402,17177.334,21.8359195
117,3,172315155306650.2,167795055662813.9,81543544831398.53,70528880219683.42,387063495439370.9,30972981021339.21,156904893588696.8,255156687298553.6,962865149.8409508,61828874.90353268,22090233.8900949,59779099.89141114,23955778.16741855,45476628.35825455,11601414.89586315,313108.2253349515,10090.03061480224,6738.505839551254,7866.820694708389,442582.9872409095,550530.977940249,72580810.00212248,71769847.74642435,74379037.21685193,89553775.91324198,85538625.73203667,91694099.4454534,87804555.25264889,71131338.55244648,1250.885223839412,1406.66706667456,925.495224508817,881.5791925185684,949.9281697316595,818.8491999544945,251560923681.5047,1203299170.348511,883494182.1921749,1268691107.316538,16004.3013,130845.156,15795.5573,25.3464919
118,3,154698259529761.2,145598185090813.9,66136513781366.54,79706827518535.44,476204150920733.9,26752741925565.61,228559184596564.9,277751907797475.6,921697485.7097514,56469302.89705439,25919522.92688218,70109396.78368203,18121930.17116727,34969495.31126079,10432501.89352025,319378.9413515156,8472.686474292088,7012.651504239525,7166.500211879622,438075.6834235024,464873.3404187156,87618628.01893288,93572472.85015088,64198333.31939425,93117905.99452889,82061548.10587549,78751821.53071289,89914566.93976013,78103168.12946257,1149.319294143201,1375.913940981101,950.215671805289,756.1414257893002,791.6503409643587,863.8053865103558,272692381191.4861,1148488811.613841,1069470349.011299,1181676205.602522,15910.9645,138984.886,17499.559,23.2690847
119,3,152914277959254.4,134409557587944.6,90429310773258.5,81708129314899.06,434347352306862.8,28976391611747.52,214632256348505.2,299850353546812.9,1040096031.53561,51993538.86513419,32253502.29644128,71071472.26807201,23227062.77085034,34733303.96883872,10596550.47628438,351068.2291794625,6889.56440628952,6263.155101576682,5984.049638232992,450204.3505157152,417400.8149656518,62666923.57387206,92803511.32438105,83252724.47251405,67553767.49887265,63491724.99368436,73812479.24569204,82858440.25538823,90219312.44558562,1490.659343980255,1379.866042507051,871.729969828334,890.9994771528973,902.3868775512638,947.0083354060564,202792189943.8076,968096557.0268621,1302561005.688842,1138693867.929453,15814.7507,122802.299,16243.6164,16.9231397
120,3,164468507616502.6,169055264325728.8,67656505717170.15,83282470922865.77,436154509539459.2,28686308329772.06,217349524932914.6,264411986826108.6,943363238.0110049,56065561.85667535,31775373.34753578,71211261.3562052,18349510.90367698,38246472.57396005,11653619.53741591,308320.4058481239,9656.85908050129,5951.489724415904,6615.127597185825,397795.764159025,392457.9213014101,78611934.37932286,66014550.50540228,76101517.1755195,67115675.67544164,82564833.54101406,68910320.68431151,82125107.2544603,89059682.53017129,1372.695705329013,1509.200447713463,858.582388242203,797.7448588460136,676.426975410253,738.1763474036484,208913490031.0682,1004569234.021364,1245421177.169572,1283373982.435825,15995.1448,145570.43,17275.2725,17.6107993
121,3,167772983447049.2,132174573367703.0,71544029061398.55,85711606181325.3,483126875327032.6,29722608287114.0,202027547589588.3,253404238176431.7,833461334.8952612,69598395.48707944,23421869.23728894,73822332.0714679,20286037.45290763,39894364.45139717,9980624.821667418,328806.3364262083,7942.315860340664,6372.652056899338,6935.980144764115,430156.7185795071,375349.8958646411,87330082.47062427,70507718.15672404,69810294.25900961,88193379.43971434,83633106.79564303,70990718.71201374,93191900.42952655,88981587.42529951,1451.557063553264,1513.635646060476,902.595986850541,709.8965240044465,812.0837549299684,898.3151847692136,288587520627.5777,1071382153.200205,884789212.9119544,1302423129.839075,16049.2304,134679.553,17043.8669,23.5218768
122,3,175644622753422.9,154405814091652.4,67294856080663.88,83717069962762.89,362783723505058.1,33382164209189.79,231395635385778.1,296261306554164.3,952731109.0054202,51870356.72883212,23659752.65722347,69080567.00346181,20969911.46934422,46007739.77989157,10888038.42580339,291765.8352006191,9466.066836378204,5483.079632389512,6278.591235197189,463934.4784195482,440243.0354596907,80654769.96939224,83288676.86943847,82076532.12901744,67474921.8021445,77025439.89009684,81707145.8463259,75762035.61786696,71637630.54196613,1442.747634036867,1489.13608864087,960.2068073442992,650.4519193255194,829.9990479342175,842.208347157152,233915692392.9898,1248112997.326284,1145837942.314061,1181088234.969187,15820.7403,133096.91,16978.1096,20.1426852
