FRPRE_EXP_0,FRPRE_EXP_1,FRPRE_EXP_2,FRPRE_EXP_3,FRPRE_EXP_4,FRPRE_EXP_5,FRPRE_EXP_6,FRPRE_EXP_7,FRPRE_EXP_8,FRPRE_EXP_9,E2FD_TEMP,E2FD_FLOW,PFR1_TEMP,INIFD1_FLOW1,INIFD1_FLOW2,MWN_LDPE,MWW_LDPE,FSCBN_LDPE,TMAX_PFR1,TEMP_OUT,FLOW_LDPE
3.8607e-06,3.7905e-09,222936641.87098825,238268476.0340681,1393348.2884357036,1240000,60700000,2108660401.0773263,2117759053.9752717,1300000000,96.85158789543719,63788.63209994617,177.6893936664162,4.108716533427069,1.8591924429098885,31901.638,154186.14,26.8385338,296.776564,230.236853,9784.27345
3.8607e-06,3.7905e-09,298285906.89938754,268600794.25145996,1134463.0618243716,1240000,60700000,2048072677.6892788,2430839215.181994,1300000000,103.18956894726361,69141.06962083583,166.64384637853937,6.240590444950536,1.2218605333477546,37256.8198,185447.749,23.6831279,294.084087,220.19854,10597.1814
3.8607e-06,3.7905e-09,228001460.64561906,205862987.36364383,1409377.7755757796,1240000,60700000,2080493524.225515,2617398462.278825,1300000000,96.75997401324753,61185.381469574626,170.86342984134748,7.54896139103853,1.4518897426145645,28372.5901,125043.207,30.0481503,284.03959,219.917782,8970.7832
3.8607e-06,3.7905e-09,277505975.2794639,202307633.9134615,1001163.982264723,1240000,60700000,2346367859.58747,2198628088.083359,1300000000,96.28184143703216,63193.63374451978,171.45479389233603,4.752756208219458,1.400708760563044,30477.197,145810.406,30.4602851,281.054926,222.582129,9112.61425
3.8607e-06,3.7905e-09,271581397.01463836,280284045.6197442,1193878.210994827,1240000,60700000,2319888625.361681,2894541265.1911335,1300000000,102.62605513844171,63478.33731668844,173.91480158561762,5.478474160989423,1.4623883802219297,37435.3564,184055.246,22.8777756,295.593946,226.041458,9869.58413
3.8607e-06,3.7905e-09,246936587.13090527,298156232.2327686,1145065.8123162375,1240000,60700000,2205138487.3600154,2782962588.522132,1300000000,99.87421895442617,63871.047892615126,171.4152480801918,5.8367481170321796,1.742020098721136,39002.456,197547.266,21.8649301,303.425283,226.872997,10254.096
3.8607e-06,3.7905e-09,200234299.72479185,251117547.3878907,1104914.5106914225,1240000,60700000,2929216145.267438,2829178361.6812854,1300000000,96.07547040763518,62100.000706038656,171.11016628535535,7.532052859763313,1.7879282469681357,33925.9691,150670.45,25.1024293,293.077626,222.995523,9409.81429
3.8607e-06,3.7905e-09,284375875.40735507,246455453.02433515,1312850.2399986584,1240000,60700000,2488844298.735821,2315352019.2512283,1300000000,100.83185332114195,61504.819201932,169.4304133307953,7.173404995114926,1.3116138521562222,32583.1822,145405.903,25.6708663,290.175753,220.327637,9430.25752
3.8607e-06,3.7905e-09,230343442.60139015,284435593.6520286,1228780.4173765765,1240000,60700000,2749064780.838428,2185066904.8717556,1300000000,100.3493226451214,66311.44487931058,166.6987642046031,4.94297529349808,1.1971883714775147,37879.8367,180950.458,22.4482956,292.918154,221.053285,10276.6435
3.8607e-06,3.7905e-09,282113238.9372301,235957691.84624135,1101857.2547498178,1240000,60700000,2355318654.2972026,2905390185.622263,1300000000,104.39607835823134,67269.00399143076,173.9781476229447,6.344566704747183,1.6789659890972208,33778.4493,159103.342,26.4152952,290.313299,224.606486,9842.08535
3.8607e-06,3.7905e-09,294654734.0303012,266005295.9486747,1440647.2962944128,1240000,60700000,2743567179.538963,2133802411.5985415,1300000000,99.67654330506849,63040.78372134283,177.62872457970713,4.380723050288669,1.9166537309158795,33913.0346,156656.945,24.2392918,299.559601,230.717916,9827.15215
